file,title,date,category,url
issue042.md,"Issue 42: Unicode, computers go international","Oct. 12, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-42-unicode-computers-go-international/
issue042.md,"Issue 42: Unicode, computers go international","Oct. 15, 2019, 10:22 p.m.",Season 4,https://buttondown.email/laymansguide/archive/typo-for-lmg-s4-issue-42-unicode-computers-go/
issue043.md,"Issue 43: Images, a mosaic of 3 colours","Oct. 19, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-43-images-a-mosaic-of-3-colours/
issue044.md,Issue 44: Image resolution,"Oct. 26, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-44-image-resolution/
issue045.md,"Issue 45: Audio, a sampling of values","Nov. 2, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-45-audio-a-sampling-of-values/
issue046.md,Issue 46: Lossy compression,"Nov. 9, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-46-lossy-compression/
issue047.md,Issue 47: Lossless compression,"Nov. 16, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-47-lossless-compression/
issue048.md,Issue 48: Of containers and codecs,"Nov. 23, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-48-of-containers-and-codecs/
issue049.md,Issue 49: What is a File?,"Nov. 30, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-49-what-is-a-file/
issue050.md,Issue 50: Complex file formats and the Document,"Dec. 7, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-50-complex-file-formats-and-the/
issue051.md,Issue 51: PDFs part 1 – Compatibility and fidelity,"Dec. 14, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-51-pdfs-part-1-compatibility-and/
issue052.md,Issue 52: PDFs part 2 – Text and images,"Dec. 21, 2019, 8 a.m.",Season 4,https://buttondown.email/laymansguide/archive/lmg-s4-issue-52-pdfs-part-2-text-and-images/
issue053.md,Issue 53: The CPU is an instruction-obeying slave,"Dec. 28, 2019, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-53-the-cpu-is-an-instruction-obeying/
issue054.md,Issue 54: Compiling programming code into CPU instructions,"Jan. 4, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-54-compiling-programming-code-into/
issue055.md,Issue 55: Addressing memory,"Jan. 11, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-55-addressing-memory/
issue056.md,Issue 56: Operating Systems and resource management,"Jan. 18, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-56-operating-systems-and-resource/
issue057.md,"Issue 57: Cache, the CPU’s working space","Jan. 25, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-57-cache-the-cpus-working-space/
issue058.md,Issue 58: CPU Optimisation Part 1 – Out-of-Order Processing,"Feb. 1, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-58-cpu-optimisation-part-1-out-of/
issue059.md,Issue 59: Meltdown,"Feb. 8, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-59-meltdown/
issue060.md,Issue 60: CPU Optimisation Part 2 – Speculative Execution and Spectre,"Feb. 15, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-60-cpu-optimisation-part-2/
issue061.md,Issue 61: Mapping the cache,"Feb. 22, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-61-mapping-the-cache/
issue062.md,Issue 62: Cache snooping,"March 3, 2020, 5 p.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-62-cache-snooping/
issue063.md,Issue 63: Limitations of Meltdown and Spectre,"March 7, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-63-limitations-of-meltdown-and/
issue064.md,Issue 64: Fixing Meltdown and Spectre,"March 14, 2020, 8 a.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-64-fixing-meltdown-and-spectre/
issue065.md,Issue 65: Memory Sharing in the Operating System,"March 28, 2020, 5:12 p.m.",Season 5,https://buttondown.email/laymansguide/archive/lmg-s5-issue-65-memory-sharing-in-the-operating/
issue066.md,Issue 66: Before the Cloud,"April 4, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-66-before-the-cloud/
issue067.md,Issue 67: The Innocent Times,"April 11, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-67-the-innocent-times/
issue068.md,Issue 68: The Age of Bloat,"April 18, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-68-the-age-of-bloat/
issue069.md,Issue 69: The Cookie Monster,"April 25, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-69-the-cookie-monster/
issue070.md,Issue 70: The Cookie Factory,"May 2, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-70-the-cookie-factory/
issue071.md,Issue 71: The Rise of Audience Analytics,"May 9, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-71-the-rise-of-audience-analytics/
issue072.md,Issue 72: The Data Brokers,"May 16, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-72-the-data-brokers/
issue073.md,Issue 73: The Heart of Darkness (Header Bidding),"May 23, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-73-the-heart-of-darkness-header/
issue074.md,Issue 74: The Walls Have Pixels,"May 30, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-74-the-walls-have-pixels/
issue075.md,Issue 75: The Costs of Data Leakage,"June 6, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-75-the-costs-of-data-leakage/
issue076.md,Issue 76: Third-parties and cross-site resources,"June 13, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-76-third-parties-and-cross-site/
issue077.md,Issue 77: Wearing clothes on the Internet,"June 20, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-77-wearing-clothes-on-the-internet/
issue078.md,Issue 78: uMatrix: voyuering the voyeurs,"July 4, 2020, 8 a.m.",Season 6,https://buttondown.email/laymansguide/archive/lmg-s6-issue-78-umatrix-voyuering-the-voyeurs/
issue079.md,Issue 79: A Base for Data,"July 11, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-79-a-base-for-data/
issue080.md,Issue 80: Indexing,"July 18, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-80-indexing/
issue081.md,Issue 81: Data Normalisation,"July 25, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-81-data-normalisation/
issue082.md,Issue 82: Multiplayer databases,"Aug. 1, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-82-multiplayer-databases/
issue083.md,Issue 83: Structured Query Language,"Aug. 8, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-83-structured-query-language/
issue084.md,Issue 84: JOIN – supercharged VLOOKUP,"Aug. 22, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-84-join-supercharged-vlookup/
issue085.md,Issue 85: SQL Injections,"Aug. 29, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-85-sql-injections/
issue086.md,Issue 86: Distributed databases,"Sept. 5, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-86-distributed-databases/
issue087.md,Issue 87: Relational Databases,"Sept. 12, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-87-relational-databases/
issue088.md,Issue 88: Document Databases,"Sept. 19, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-88-document-databases/
issue089.md,Issue 89: Graph Databases,"Sept. 26, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-89-graph-databases/
issue090.md,Issue 90: Using a database,"Oct. 3, 2020, 8 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-90-using-a-database/
issue091.md,Issue 91: Commercial database alternatives,"Oct. 11, 2020, 11 a.m.",Season 7,https://buttondown.email/laymansguide/archive/lmg-s7-issue-91-commercial-database-alternatives/
issue092.md,Issue 92: All about apps,"Oct. 31, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-92-all-about-apps/
issue093.md,Issue 93: What's in a web app?,"Nov. 7, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-93-whats-in-a-web-app/
issue094.md,Issue 94: Why do web browsers take up so much memory?,"Nov. 14, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-94-why-do-web-browsers-take-up-so/
issue095.md,Issue 95: What’s in a mobile app?,"Nov. 21, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-95-whats-in-a-mobile-app/
issue096.md,Issue 96: Why are mobile apps so large in size?,"Nov. 28, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-96-why-are-mobile-apps-so-large-in/
issue097.md,Issue 97: Laptop apps,"Dec. 5, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-97-laptop-apps/
issue098.md,Issue 98: Temporary files,"Dec. 12, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-98-temporary-files/
issue099.md,Issue 99: Where does all the app data go? A look at Mac-like systems,"Dec. 19, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-99-where-does-all-the-app-data-go-a/
issue100.md,Issue 100: Where does all the app data go? A look at Windows systems,"Dec. 26, 2020, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-100-where-does-all-the-app-data-go-a/
issue101.md,Issue 101: Why apps crash,"Jan. 2, 2021, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-101-why-apps-crash/
issue102.md,Issue 102:  Threading,"Jan. 9, 2021, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-102-threading/
issue103.md,Issue 103: Why apps hang even with multiple threads,"Jan. 16, 2021, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-103-why-apps-hang-even-with-multiple/
issue104.md,Issue 104: Storing sensitive data,"Jan. 23, 2021, 8 a.m.",Season 8,https://buttondown.email/laymansguide/archive/lmg-s8-issue-104-storing-sensitive-data/
issue105.md,Issue 105: Operating Systems,"Jan. 30, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-105-operating-systems/
issue106.md,Issue 106: Organising storage,"Feb. 6, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-106-organising-storage/
issue107.md,Issue 107: The challenges of storage,"Feb. 13, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-107-the-challenges-of-storage/
issue108.md,Issue 108: Safeguarding data operations,"Feb. 20, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-108-safeguarding-data-operations/
issue109.md,Issue 109: Speeding up data operations,"Feb. 27, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-109-speeding-up-data-operations/
issue110.md,Issue 110: Safeguarding against data corruption with a journal,"March 6, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-110-safeguarding-against-data/
issue111.md,"Issue 111: Copying, moving, and deleting files","March 13, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-111-copying-moving-and-deleting-files/
issue112.md,Issue 112: Bootstrapping into existence (bootup),"March 20, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-112-bootstrapping-into-existence/
issue113.md,Issue 113: A computer’s existential crisis (boot failure),"March 27, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-113-a-computers-existential-crisis/
issue114.md,Issue 114: In the beginning (firmware),"April 3, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-114-in-the-beginning-firmware/
issue115.md,Issue 115: Shutdown & standby,"April 10, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-115-shutdown-standby/
issue116.md,Issue 116: Hibernation,"April 17, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-116-hibernation/
issue117.md,Issue 117: Swap space,"April 24, 2021, 8 a.m.",Season 9,https://buttondown.email/laymansguide/archive/lmg-s9-issue-117-swap-space/
issue118.md,"Issue 118: When I run two file-copy processes at the same time, why are they much slower?","May 1, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-118-when-i-run-two-file-copy/
issue119.md,"Issue 119: Solid-state disks, an upgrade from hard disks","May 8, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-119-solid-state-disks-an-upgrade/
issue120.md,"Issue 120: Drivers, the glue between hardware and firmware","May 15, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-120-drivers-the-glue-between/
issue121.md,Issue 121: In graphic detail,"May 22, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-121-in-graphic-detail/
issue122.md,Issue 122: The great flattening,"May 29, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-122-the-great-flattening/
issue123.md,Issue 123: Graphics cards: The Pixel Factory,"June 5, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-123-graphics-cards-the-pixel-factory/
issue124.md,Issue 124: Video formats,"June 12, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-124-video-formats/
issue125.md,Issue 125: Analog and digital conversion,"June 19, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-125-analog-and-digital-conversion/
issue126.md,Issue 126: USB Type-C,"June 26, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-126-usb-type-c/
issue127.md,Issue 127: USB Type-C Power Delivery,"July 3, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-127-usb-type-c-power-delivery/
issue128.md,Issue 128: Upgradeability,"July 10, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-128-upgradeability/
issue129.md,Issue 129: Cooling,"July 17, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-129-cooling/
issue130.md,Issue 130: Power limits,"July 24, 2021, 8 a.m.",Season 10,https://buttondown.email/laymansguide/archive/lmg-s10-issue-130-power-limits/
issue131.md,Issue 131: What do early CPUs and startup founders have in common?,"July 31, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-131-what-do-early-cpus-and-startup/
issue132.md,Issue 132: the AT form factor (pre-1995),"Aug. 7, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-132-the-at-form-factor-pre-1995/
issue133.md,Issue 133: the ATX form factor (post-1995),"Aug. 14, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-133-the-atx-form-factor-post-1995/
issue134.md,Issue 134: Part 1 – the Intel Core i-series launches!,"Aug. 21, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-134-part-1-the-intel-core-i-series/
issue135.md,Issue 135: Part 2 – Unifying the CPU and MCH (post-2008),"Aug. 28, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-135-part-2-unifying-the-cpu-and-mch/
issue136.md,Issue 136: The mobile workstation – laptops,"Sept. 4, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-136-the-mobile-workstation-laptops/
issue137.md,Issue 137: The M1 Macbook Air,"Sept. 11, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-137-the-m1-macbook-air/
issue138.md,Issue 138: System-on-Chip (SoC),"Sept. 18, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-138-system-on-chip-soc/
issue139.md,"Issue 139: What’s before this line is mine, what’s after this line is yours","Sept. 25, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-139-whats-before-this-line-is-mine/
issue140.md,Issue 140: The shared memory dream,"Oct. 2, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-140-the-shared-memory-dream/
issue141.md,Issue 141: The Apple A14 and M1,"Oct. 9, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-141-the-apple-a14-and-m1/
issue142.md,Issue 142: Implications (Part 1) - Software,"Oct. 16, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-142-implications-part-1-software/
issue143.md,Issue 143: Implications (Part 2) – Future Goals,"Oct. 23, 2021, 8 a.m.",Season 11,https://buttondown.email/laymansguide/archive/lmg-s11-issue-143-implications-part-2-future-goals/
issue144.md,Issue 144: Programs-in-a-vat,"Oct. 30, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-144-programs-in-a-vat/
issue145.md,"Issue 145: What an app wants, what an app needs","Nov. 6, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-145-what-an-app-wants-what-an-app/
issue146.md,Issue 146: Virtual hardware,"Nov. 13, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-146-virtual-hardware/
issue147.md,Issue 147: Operating systems on virtual hardware,"Nov. 20, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-147-operating-systems-on-virtual/
issue148.md,Issue 148: History of commercial computing - cohosting,"Nov. 27, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-148-history-of-commercial-computing/
issue149.md,Issue 149: History of commercial computing - containerisation,"Dec. 4, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-149-history-of-commercial-computing/
issue150.md,Issue 150: System VMs vs Process VMs,"Dec. 11, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-150-system-vms-vs-process-vms/
issue151.md,Issue 151: the Java VM,"Dec. 18, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-151-the-java-vm/
issue152.md,Issue 152: Getting started with programming,"Dec. 25, 2021, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-152-getting-started-with-programming/
issue153.md,Issue 153: Using the cloud,"Jan. 1, 2022, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-153-using-the-cloud/
issue154.md,Issue 154: Emulation,"Jan. 8, 2022, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-154-emulation/
issue155.md,Issue 155: Emulation performance,"Jan. 15, 2022, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-155-emulation-performance/
issue156.md,Issue 156: Translation,"Jan. 22, 2022, 8 a.m.",Season 12,https://buttondown.email/laymansguide/archive/lmg-s12-issue-156-translation/
issue157.md,Issue 157: NTP and time-syncing,"Jan. 29, 2022, 8 a.m.",Season 13,https://buttondown.email/laymansguide/archive/lmg-s13-issue-157-ntp-and-time-syncing/
